TW,#genre#
AXN亞洲,https://z88.ubtvfans.com/live/rx1/1066/917914fbe52d479116c9ab03e3045dca/index.m3u8
thrill,https://z88.ubtvfans.com/live/rx1/18/023f73a5f5902a44495cc710ffacc938/index.m3u8
龍華電影,https://z88.ubtvfans.com/live/rx1/311/1c999026db4aa94fc7b3eab2a9428b59/index.m3u8
華納電影,https://z88.ubtvfans.com/live/rx1/83/5c9c7abe023c4753d66d39ce23a7ba5b/index.m3u8
緯來體育,https://z88.ubtvfans.com/live/rx1/118/a5ddb96abf168c4e2c1385f0b632711e/index.m3u8
ELEVEN1,https://z88.ubtvfans.com/live/rx1/1133/64a8f14b61c93d85873c39955eccf1c9/index.m3u8
ELEVEN2,https://z88.ubtvfans.com/live/rx1/301/a12fe4cbdc8bc6f9da6966e3459f4c78/index.m3u8
ELTA體育1,https://z88.ubtvfans.com/live/rx1/192/25fad1c69f8a5dbe9b513929e4a34728/index.m3u8
ELTA體育3,https://z88.ubtvfans.com/live/rx1/194/749cd52700d298fec937024cc818e97e/index.m3u8
ELTA體育4,https://z88.ubtvfans.com/live/rx1/2820/8fa58ea004e930612ad1d0ed8726ebfc/index.m3u8
Z頻道,https://z88.ubtvfans.com/live/rx1/1130/7b09abb359d262a0d47b9c0a204cfc09/index.m3u8
博斯無限1,https://z88.ubtvfans.com/live/rx3/381/d1324a06285110c0739ef2e6e205fbca/index.m3u8
博斯無限2,https://z88.ubtvfans.com/live/rx3/426/3c369cddf1fcfc0c1fd8f490a39fef5e/index.m3u8
博斯運動1,https://z88.ubtvfans.com/live/rx1/379/3a3694d44eeb8fb3a641b7a7e1d1d010/index.m3u8
博斯運動2,https://z88.ubtvfans.com/live/rx1/380/c15a49fee0fae3e5678657de0f0b56fc/index.m3u8
亞洲旅遊,https://z88.ubtvfans.com/live/rx1/2299/58692859330d6fa6bbb2011e53779f57/index.m3u8
國家地理,https://z88.ubtvfans.com/live/rx1/302/5c562b6b602c232f4ef70bd948dc2f7f/index.m3u8
探索頻道,https://z88.ubtvfans.com/live/rx1/2817/3c1ec0ba462c6dd57356127d915de800/index.m3u8
動物星球,https://z88.ubtvfans.com/live/rx1/367/ec2a5cc942ff9cd56dfea2aa478c5f35/index.m3u8
民視旅遊,https://z88.ubtvfans.com/live/rx2/78/b74e51bdd2f933ad4272e33628754a67/index.m3u8
探索亞洲,https://z88.ubtvfans.com/live/rx1/306/a17e3a975f7614f8cc365f8591ca87a0/index.m3u8
探索科學,https://z88.ubtvfans.com/live/rx1/343/1c96e35ab1e56f9d6c5ba0a2ff98e47e/index.m3u8
DMAX,https://z88.ubtvfans.com/live/rx1/1038/55dfbe9cfe3273fdec5554cb3430eee1/index.m3u8
視納華仁紀實,https://z88.ubtvfans.com/live/rx1/91/fbf3ac800330583a2479794ad81148c5/index.m3u8
美食星球,https://z88.ubtvfans.com/live/rx1/1360/3516d0b785f10f703c84fd65065affd2/index.m3u8
EYE旅遊,https://z88.ubtvfans.com/live/rx1/1494/12d6a963435f08d46af4b54fac42dea9/index.m3u8
MOMO,https://z88.ubtvfans.com/live/rx1/2767/721a2c596d029fba059085f169da4f2c/index.m3u8
東森幼幼,https://z88.ubtvfans.com/live/rx1/2771/f80a3de4ce304ed26c613af4bd3a171e/index.m3u8
CN卡通,https://z88.ubtvfans.com/live/rx1/107/ae0e370ee1bae0bb609295802c3b5214/index.m3u8
靖洋卡通,https://z88.ubtvfans.com/live/rx1/348/f46f118edd38e34cf5f65affac4835dd/index.m3u8
靖天卡通,https://z88.ubtvfans.com/live/rx1/344/f577021ae68af926ae8d3a80049e4541/index.m3u8
翡翠臺,https://z88.ubtvfans.com/live/rx1/390/207eb167765508c920915d1ce02433f0/index.m3u8
翡翠臺,https://z88.ubtvfans.com/live/rx1/30/fb664922e2e0f516cde26b1d27a01331/index.m3u8
明珠臺,https://z88.ubtvfans.com/live/rx1/2437/43f3e7d06eeb53f3057cb2780fd11a50/index.m3u8
明珠臺,https://z88.ubtvfans.com/live/rx1/2437/60f6d630f969e14ada0c4ff4e424733e/index.m3u8
無線新聞,https://z88.ubtvfans.com/live/rx1/45/006ff8207bf75d845e70fa88925fa6e3/index.m3u8
HOY資訊臺,https://z88.ubtvfans.com/live/rx1/395/2afff7b9574d72ee839084fcdde78ff7/index.m3u8
Viutv,https://z88.ubtvfans.com/live/rx1/2334/fba30fd4af785fb0451bcccfdf475e79/index.m3u8
Viutv,https://z88.ubtvfans.com/live/rx1/72/67ad6810b074a91c73426c59e36738d6/index.m3u8
TVB 財經,https://z88.ubtvfans.com/live/rx1/393/2ab98535a19d87448969f590b141d15b/index.m3u8
TVB 直播,https://z88.ubtvfans.com/live/rx1/2743/4f144d9eee874c8d70c168c4b0c4b8d5/index.m3u8
NOW新聞,https://z88.ubtvfans.com/live/rx3/1246/9368c3093c58aa8b9de729b09b3a03e3/index.m3u8
凰鳳香港,https://z88.ubtvfans.com/live/rx1/358/efd02792da62ca36ce0cace8399dc10f/index.m3u8
凰鳳衛視,https://z88.ubtvfans.com/live/rx1/2812/1ab4a96e4b23851cc791d361effb015a/index.m3u8
鳳凰資訊,https://z88.ubtvfans.com/live/rx1/2811/33a7203bc62f06ac6919c464a7749544/index.m3u8
星空衛視,https://z88.ubtvfans.com/live/rx1/56/58a02d1ccbf9a135d9f58c4ad3ce6e04/index.m3u8
港臺31,https://z88.ubtvfans.com/live/rx1/353/5012273951b1fa2f58322e047b5cad8e/index.m3u8
港臺32,https://z88.ubtvfans.com/live/rx1/397/f342385d2bec6e54b6edd5c18597c39e/index.m3u8
HKIBC,https://z88.ubtvfans.com/live/rx1/354/e2ebb99d1a004b25246d5311e7a0c278/index.m3u8
HOY,https://z88.ubtvfans.com/live/rx1/401/2ab2599cd56cdf8db12d3cbd9fc24006/index.m3u8
澳門資訊,https://z88.ubtvfans.com/live/rx3/399/9293c862ac36b967b559d9e06def36cf/index.m3u8
澳門澳視,https://z88.ubtvfans.com/live/rx1/23/2461dc775e41aa30e9d1e941702fc5b7/index.m3u8
澳門普語,https://z88.ubtvfans.com/live/rx3/24/fbbbb000a4376aa5efe7d87589e3ad3c/index.m3u8
18臺,https://z88.ubtvfans.com/live/rx1/2813/bf9968c0d6c16dded7c49cf9f1419429/index.m3u8
澳門mama,https://z88.ubtvfans.com/live/rx3/364/0f63868258bdbcfa9c630f14d732bb6d/index.m3u8
廣東珠江,https://z88.ubtvfans.com/live/rx1/1034/ea91e47e0ce349e1923cbcb373067494/index.m3u8
澳門蓮花,https://z88.ubtvfans.com/live/rx1/70/4f5d1beff287c563c64c30e7f7fc5729/index.m3u8
鳳凰電影,https://z88.ubtvfans.com/live/rx1/2814/8eecf538c9b2cfe2100b15b04bfabfc0/index.m3u8
Viutv6,https://z88.ubtvfans.com/live/rx1/176/32178352c5da72e5fd918a653c6fc9ae/index.m3u8
創世電視,https://z88.ubtvfans.com/live/rx6/1317/a6cc4d38042da834e3c7eee3ad2aef10/index.m3u8
澳亞衛視,https://z88.ubtvfans.com/live/rx3/85/c871830ea5628e11c1a0af56f2424165/index.m3u8
TVB亞洲,https://z88.ubtvfans.com/live/rx1/1048/1fca2f643298a4e188bbe00ad6d7b60e/index.m3u8
TVB粵語,https://z88.ubtvfans.com/live/rx1/1589/f69ec211e7b1001aba0bab74ae0b038f/index.m3u8
TVB功夫,https://z88.ubtvfans.com/live/rx1/168/83b003eeef5ee14257bc64c8a32eb617/index.m3u8
亞梅衛視,https://z88.ubtvfans.com/live/rx3/8/77623fd8579d781dec56a03cfcaad0d5/index.m3u8
TVB1,https://z88.ubtvfans.com/live/rx3/1242/eeea21dcadba59e9cf76774d26343f65/index.m3u8
TVBDRAMA,https://z88.ubtvfans.com/live/rx3/1243/c58aa488dfca9fea0dd03d144945d918/index.m3u8
TVBJ1,https://z88.ubtvfans.com/live/rx3/1244/8143b9a14c380ff86751516f49c4d815/index.m3u8
TVBE,https://z88.ubtvfans.com/live/rx3/1245/32fad5843f9d9c3cb685bae826856acf/index.m3u8
新時代東部,https://z88.ubtvfans.com/live/rx3/1286/57fa77077b641704a8c5610e6856e7b1/index.m3u8
新時代西部,https://z88.ubtvfans.com/live/rx3/1287/dc127a53da799d357f8951a2d9f7aa23/index.m3u8
新時代2,https://z88.ubtvfans.com/live/rx3/1288/00ac0fea3fafa7b991bfee63ce1c5850/index.m3u8
城市電視,https://z88.ubtvfans.com/live/rx3/1289/352689e8ed7e378f1fc087387bf08f21/index.m3u8
TVB星河,https://z88.ubtvfans.com/live/rx4/1079/5c3f0a081da1a530f171486f6931c93a/index.m3u8
TVB經典,https://z88.ubtvfans.com/live/rx3/1083/3f1033b4dc8bef46e6a2482a701130b4/index.m3u8
緯來體育,https://z88.ubtvfans.com/live/rx1/118/a5ddb96abf168c4e2c1385f0b632711e/index.m3u8
晴天臺灣,#genre#
BBC Lifestyle,P2p://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
民視,P2p://generationnexxxt.com:19806/7b662823ed634f1fad66ab442b177118
臺視,P2p://generationnexxxt.com:19806/9868c18e3c0940cd8aa003d9ae54f862
Lifetime,P2p://generationnexxxt.com:19806/112b06172cdf41cbb6990e64d30cab0c
大愛,P2p://generationnexxxt.com:19806/e89ec8c592484d88bc001e8d8a6c9e31
KLT-靖天國際臺,P2p://generationnexxxt.com:19806/12d39bada24843588ad72a3175b785a2
中視,P2p://generationnexxxt.com:19806/27826c4ed7234c0d8759bc7fe6786a18
霹靂臺灣臺,P2p://generationnexxxt.com:19806/dcdf778fe9ca4184ad6af3a911765cf0
HGTV居家樂活頻道,P2p://generationnexxxt.com:19806/84613e96237545769558cc572e6d1ab0
華視,P2p://generationnexxxt.com:19806/761bc3c0662247d18b0db4da8070b7f4
Love Nature->食交子,P2p://generationnexxxt.com:19806/574be1e2e0054216abe436413ea4221a
公視,P2p://generationnexxxt.com:19806/5bc9388122b840f1abd2ff73c85049a6
美食星球,P2p://generationnexxxt.com:19806/1baaeb6967434fee9bf4412904e573b0
亞洲美食頻道,P2p://generationnexxxt.com:19806/5b787bd078c84a3caa09c3665c66dc50
好消息,P2p://generationnexxxt.com:19806/febf2282369d409d92d68514b72fc433
亞洲旅遊臺,P2p://generationnexxxt.com:19806/259c24cb79ce4b5db1fb1e1b894c517e
EYE TV旅遊臺,P2p://generationnexxxt.com:19806/2d426994acef44deb401aa8a4cd5a92e
原住民電視臺,P2p://generationnexxxt.com:19806/cb5b7549e3604100a605ca17c82808f5
好消息2臺,P2p://generationnexxxt.com:19806/2b9f20946a6147dfba8f92373fbafee5
三立綜合臺,P2p://generationnexxxt.com:19806/792a7263dd7b4c7484512d07f3c21083
靖天資訊臺,P2p://generationnexxxt.com:19806/5c9d432112fd4d4e92263a34415293fa
靖天綜合臺,P2p://generationnexxxt.com:19806/ed2e3f294dcc40c1b72aba372fbed64d
靖天育樂臺,P2p://generationnexxxt.com:19806/d67fd6c2e7c44e17b9e86d9073f2930e
中視經典臺,P2p://generationnexxxt.com:19806/8b9e15ff15474ccbbc2780c1484e50c9
中視菁采臺,P2p://generationnexxxt.com:19806/ae5e01a7bc294327b88f65aa5d38217c
客家電視臺,P2p://generationnexxxt.com:19806/eafabb6e7c30439b8ecd35ad40a46a96
TVBS精采臺,P2p://generationnexxxt.com:19806/2089afbec2474359add275658522922f
壹電視綜合,P2p://generationnexxxt.com:19806/617d6cf150574cb485ee07aea57262fd
緯來精采,P2p://generationnexxxt.com:19806/1db14fe8aad841b4b28eca2b136e7206
ETtoday綜合臺,P2p://generationnexxxt.com:19806/8e1b32241c9d4d079a2df7dc99adb312
臺視綜合臺,P2p://generationnexxxt.com:19806/6593a4d5000dedcb98fef0154abd184d
民視第一臺,P2p://generationnexxxt.com:19806/b97979cec8d74feebc370f3470cc06c6
民視臺灣臺,P2p://generationnexxxt.com:19806/192bd12842624eb39e2f6b86eeacdca8
Nice TV靖天歡樂臺,P2p://generationnexxxt.com:19806/439163cf3469473b8ffd582b687991be
探索頻道,P2p://generationnexxxt.com:19806/9f2e92df32b34a569ad7e6818f4732fb
八大優頻道,P2p://generationnexxxt.com:19806/7abaa68442ce4ed7ad7c9772fb46eda9
三立戲劇臺,P2p://generationnexxxt.com:19806/7a5b874b630d457bb5997a2fe4690550
龍華戲劇,P2p://generationnexxxt.com:19806/5d4f0bd2b18b4a588a0ca733569b18dd
靖天戲劇臺,P2p://generationnexxxt.com:19806/1282202787324223b35e3c84d9e673c6
靖洋戲劇臺,P2p://generationnexxxt.com:19806/84a559f1b4884854be933d5d4fc0d4a6
靖天日本臺,P2p://generationnexxxt.com:19806/c88dcc9ddf6747b991fc1a0db939147d
i-Fun動漫臺,P2p://generationnexxxt.com:19806/91a0e3fa1a714dd7b7cf55343052cd4f
TLC旅遊生活,P2p://generationnexxxt.com:19806/621ca70412034f5eb919c1ec03679804
韓國娛樂臺,P2p://generationnexxxt.com:19806/80d680dc15ec44bea9c3a3160ecdcb14
達文西頻道,P2p://generationnexxxt.com:19806/65939a080006919098d4bd6914a733d2
動物星球,P2p://generationnexxxt.com:19806/5b41e724ea8e4e7eb92e3dac95589165
ROCK Extreme,P2p://generationnexxxt.com:19806/fc56480dab3541a6a99d66c3d2048526
中視新聞臺,P2p://generationnexxxt.com:19806/cb5965a89e434df7aeb66b2364116ae4
寰宇新聞臺,P2p://generationnexxxt.com:19806/a265fb55774a4554bc2db19b16f53be6
華視新聞,P2p://generationnexxxt.com:19806/ebe8db2daafa47768f37bcae17bfe299
CN卡通頻道,P2p://generationnexxxt.com:19806/f4dd909eedc64e6b9736e248aedf6d61
NHK新聞資訊臺,P2p://generationnexxxt.com:19806/c2da55d84a72418c8f1876c25ec97a1d
美亞電影臺HD,P2p://generationnexxxt.com:19806/a850e570b868424c94319a2652ca7c62
龍華電影,P2p://generationnexxxt.com:19806/1df6f5f0993a46faa17f676518654709
Smart知識臺,P2p://generationnexxxt.com:19806/65939c760002de7398de3a2e3f1b051b
靖天映畫,P2p://generationnexxxt.com:19806/b723859f3ed94e5ba712148b209eefd0
MOMO親子臺,P2p://generationnexxxt.com:19806/2f2d9ad70ce7410aa99f2b9fa1753dd4
靖天電影臺,P2p://generationnexxxt.com:19806/d8c581e0e1a24823a3d2110e3584ef8b
WARNER TV,P2p://generationnexxxt.com:19806/cd2062a6c5a94d548f3516d96e23deec
公視臺語臺,P2p://generationnexxxt.com:19806/6593a0f40009baf898efc82314242462
amc電影臺,P2p://generationnexxxt.com:19806/24ce0147e36a438eab843a3168cea3bc
東森幼幼臺,P2p://generationnexxxt.com:19806/baa16215e2224e399f6dc71eb3576ed4
HBO Family,P2p://generationnexxxt.com:19806/8a0208ebdfa04b5eab112f0c8b01719c
CatchPlay電影臺,P2p://generationnexxxt.com:19806/2dccaec60f0e418d82d2d0bb09f0c4a8
CinemaWorld,P2p://generationnexxxt.com:19806/e262f40881b2461f9a270b4d9d0b54c3
壹電視電影臺,P2p://generationnexxxt.com:19806/1be1329b6d124745a87a16de445d2352
緯來綜合臺,P2p://generationnexxxt.com:19806/d40310ae8bba42569d3d90b4cf7d9928
采昌影劇臺,P2p://generationnexxxt.com:19806/a0d691053f9b4876ab2b509a62296911
八大第一臺,P2p://generationnexxxt.com:19806/270abff66f5e496fb9c100a0dbca3fe6
佛衛慈悲臺,P2p://generationnexxxt.com:19806/be70c8b5b35c4551b5c7d3c905234e69
八大綜合臺,P2p://generationnexxxt.com:19806/6c18a737c1394e59ae5072935d630f40
三立臺灣臺,P2p://generationnexxxt.com:19806/ff12e8f29f9b4f61a9b766709aa498f6
三立都會臺,P2p://generationnexxxt.com:19806/7a36f98eee8e48a48ea64a1359083c8a
東森綜合臺,P2p://generationnexxxt.com:19806/a05a4d8b51f54013925315261a2c6aa9
超視,P2p://generationnexxxt.com:19806/5121f16c4b634c1683e9444aa68494b6
中天綜合臺,P2p://generationnexxxt.com:19806/65b21a81000274a20ffaac0a0c7b0000
中天娛樂臺,P2p://generationnexxxt.com:19806/6932151dd5a74b759a053f78a719fbf3
東森戲劇臺,P2p://generationnexxxt.com:19806/4fae332a68a04f3fa77a158ac1fa4bce
八大戲劇臺,P2p://generationnexxxt.com:19806/4eec82bd1e634ceab82b90e395116c83
TVBS歡樂臺,P2p://generationnexxxt.com:19806/569aec3edbbc4267bd6f829b3d495d5a
緯來戲劇臺,P2p://generationnexxxt.com:19806/69036778f8fc40729301e9e88aeee556
高點綜合臺,P2p://generationnexxxt.com:19806/462775e2153243fc92adec0793c638d0
CNBC,P2p://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,P2p://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
HITS,P2p://generationnexxxt.com:19806/a65416c2039f4644aeef10da853fb928
壹電視新聞臺,P2p://generationnexxxt.com:19806/31dad83ef5b74c5db225482cd2e0fbae
年代新聞(備),P2p://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7
東森新聞臺,P2p://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b
中天新聞臺,P2p://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
民視新聞臺,P2p://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
三立新聞臺,P2p://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e
TVBS新聞臺,P2p://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60
TVBS,P2p://generationnexxxt.com:19806/9fb651a7ec2e402588a0752ba1035476
東森財經新聞臺,P2p://generationnexxxt.com:19806/6596322e000d4091a2f7138e424b32c5
非凡新聞臺,P2p://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
MOMO綜合臺,P2p://generationnexxxt.com:19806/659391fc000353d298b54dbe4b486dab
東森電影臺,P2p://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
緯來電影臺,P2p://generationnexxxt.com:19806/429796f5f00946fa933e400729286c7e
龍祥電影,P2p://generationnexxxt.com:19806/78502c9b515845a7baca6a3a6ea88b8a
HBO,P2p://generationnexxxt.com:19806/37f11d742fee447ab15f07db28095bd6
東森洋片臺,P2p://generationnexxxt.com:19806/5e8420f5477344b9b7b39d9e96162ce1
AXN,P2p://generationnexxxt.com:19806/893f7dec641a42458f47ccfbd93525ba
好萊塢電影臺,P2p://generationnexxxt.com:19806/9862f4958472458ca2ebc718bb92a5c6
CINEMAX,P2p://generationnexxxt.com:19806/fd7fd316ff5f4ae0a79d274a86483a4f
緯來育樂臺,P2p://generationnexxxt.com:19806/78b57c4d9e644fafafe01588c43b4787
緯來體育臺,P2p://generationnexxxt.com:19806/79090c69d43040148deaa21d5e26c32a
ELEVEN體育1臺,P2p://generationnexxxt.com:19806/fcfde35352d5464f9ed1c711ef2d05b1
JET綜合臺,P2p://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
國興衛視,P2p://generationnexxxt.com:19806/18aaee00d2af442ebb4592e15f7b2a20
Z頻道,P2p://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
Animax,P2p://generationnexxxt.com:19806/22f75ace87a545aab39a2e4cd244bbad
人間衛視,P2p://generationnexxxt.com:19806/6603c45500066bb04efa3edb7378469c
尼克兒童頻道,P2p://generationnexxxt.com:19806/879f28be19bc47df84ad3d5470be58d0
八大娛樂臺,P2p://generationnexxxt.com:19806/cea44ead76804413bd48caf76c5c2749
三立iNEWS,P2p://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
龍華偶像,P2p://generationnexxxt.com:19806/5b720b1e1b404f129e7009363d3035f8
tvN,P2p://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
France24,P2p://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
非凡商業臺,P2p://generationnexxxt.com:19806/0c1ba96949414628ae64fc70c3354e7b
公視3臺,P2p://generationnexxxt.com:19806/95f2ed538e044aac891abfe6a9ce6ba7
大愛2臺,P2p://generationnexxxt.com:19806/2036b83c58e344c782eb154b233c8c77
ELTV生活英語臺,P2p://generationnexxxt.com:19806/78c0f08e89a844ef89d6803bce27a827
靖洋卡通Nice Bingo,P2p://generationnexxxt.com:19806/1279fb2d1ae14676a31b2e5b38a2cd57
靖天卡通臺,P2p://generationnexxxt.com:19806/0e27e5f319264b609ec810e126edf969
Nick Jr.,P2p://generationnexxxt.com:19806/acebbded37714fa4a5554c025873a92c
Mezzo Live,P2p://generationnexxxt.com:19806/1c1e90cd01934a5f917ec4fad5c97665
CLASSICA 古典樂,P2p://generationnexxxt.com:19806/133be9054bcd4fa68d2e34205004a51a
愛爾達體育1臺(備),P2p://generationnexxxt.com:19806/1180278580d04cb490450ec59b4edc6b
愛爾達體育2臺,P2p://generationnexxxt.com:19806/d1f16ee235314a0fbc33742ab7af534b
TRACE Sport Stars,P2p://generationnexxxt.com:19806/b0cb233f10e84f29910fa38e15a07035
博斯高球,P2p://generationnexxxt.com:19806/6ff0b79453d2430986930b7c84a286df
博斯高球二臺,P2p://generationnexxxt.com:19806/65e1b654000ce227c9f3778a2b254b95	
博斯網球臺,P2p://generationnexxxt.com:19806/7fb5b66ce38747de84be865952153959
博斯魅力網,P2p://generationnexxxt.com:19806/65e1b6530009723ec9f372c730a82585
博斯無限臺,P2p://generationnexxxt.com:19806/f2973cfa7c2045e6b8a184f1bf18af7c
博斯無限二臺,P2p://generationnexxxt.com:19806/65e1b653000eb97ec9f3741f6f4318a0
博斯運動,P2p://generationnexxxt.com:19806/6293839c167e4b6393c745db434b2465
ELEVEN體育2臺,P2p://generationnexxxt.com:19806/057061c0da744aa7b035169dba5ebe2a
智林體育臺,P2p://generationnexxxt.com:19806/931c171e2f774f7aa1a92e97f5098c9f
博斯運動二臺,P2p://generationnexxxt.com:19806/65e1b65400075c3dc9f3762355b36cc1
HBO強檔巨獻,P2p://generationnexxxt.com:19806/563a5981b8ad4df085b59ce98bbecb95
HBO原創巨獻,P2p://generationnexxxt.com:19806/bd0a33ff8b6f4fe9ba7791ad73c6c16e
BBC Earth,P2p://generationnexxxt.com:19806/49261fefe28441bea7b775cc44fa16b5
Discovery Asia,P2p://generationnexxxt.com:19806/0afefbe6244c42dbac40a3d8abef8d07
Discovery科學頻道,P2p://generationnexxxt.com:19806/39e1494bd82c449892c6f92a6c8dc213
DMAX,P2p://generationnexxxt.com:19806/50af7fb4500840e292bcfae4dd50e97f
EVE,P2p://generationnexxxt.com:19806/f21130546932443d98f6ec02aa4ec99a
歷史頻道,P2p://generationnexxxt.com:19806/e6f506b509c94bacb4a371cdbcbe7719
罪案偵緝頻道,P2p://generationnexxxt.com:19806/ef7b4ee3be374092a4a0074a6be41e03
EYE TV戲劇臺,P2p://generationnexxxt.com:19806/2831986ed4b448c9b626788fbd3f2f89
臺視新聞臺,P2p://generationnexxxt.com:19806/9817b59742464113bd5656fcc7dced84
寰宇新聞臺灣臺,P2p://generationnexxxt.com:19806/65b21a80000977cd0ffaa9e72e6218af
臺視財經臺,P2p://generationnexxxt.com:19806/e01d7738e33e456a812f7cefbf27b29a
緯來日本,P2p://generationnexxxt.com:19806/5f9d37ba1fc04a04aaec6979908294a2
愛爾達影劇臺,P2p://generationnexxxt.com:19806/65b2176e0008ea530feeab784c543898
民視(備),P2p://generationnexxxt.com:19806/07d108fdb6f543de8226d05f281225e2
三立臺灣臺(備),P2p://generationnexxxt.com:19806/7554a57ea53f4c10ae4e219ac2d374c4
影迷數位電影臺,P2p://generationnexxxt.com:19806/bc069c037478448a9e41dbc3e1d5d0f6
愛爾達體育1臺,P2p://generationnexxxt.com:19806/68e521d35c0247ddbc5073dee98245a3
愛爾達體育3臺,P2p://generationnexxxt.com:19806/3ebc6b89559c44dca30c4c259a5646b9
臺視(備),P2p://generationnexxxt.com:19806/3c20d4387ec845149b2ded5f28805f18
愛爾達體育4臺,P2p://generationnexxxt.com:19806/df4f198dbe6347e1a084c79d208f227d
中視(備),P2p://generationnexxxt.com:19806/c4ede9c3d1a84d0b9afe57622abcb9e7
華視(備),P2p://generationnexxxt.com:19806/177390ae66634acca9be01242a769660
東森新聞臺(備),P2p://generationnexxxt.com:19806/35983e2efd5c44bf84bfb2977bbbc96d
鏡新聞,P2p://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b
MTV,P2p://generationnexxxt.com:19806/eb5ba5262e2e4779a1418c78d14ad1e5
東森購物1臺,P2p://generationnexxxt.com:19806/eccc79da1c0a4b54b49a71277e1534a0
東森購物2臺,P2p://generationnexxxt.com:19806/71a90a7da65142e795b97def2400e1fb
TechStorm,P2p://generationnexxxt.com:19806/994876c6aadc4234ba73441f18d36602
年代新聞,P2p://generationnexxxt.com:19806/65ddd162000837a5babd25111eb9560c
中天新聞臺(B),P2p://generationnexxxt.com:19806/e92e93fd67794e92acdc0d4005f0781a
緯來育樂臺(B),P2p://generationnexxxt.com:19806/09f5cbcd57934038bc76de430a767046
緯來電影臺(B),P2p://generationnexxxt.com:19806/7ab30b79b011427287733d8ba51333e8
緯來綜合臺(B),P2p://generationnexxxt.com:19806/a537a3ebc712483993ab82440801d1e6
CINEMAX(B),P2p://generationnexxxt.com:19806/adf42efd52864d6e9454132f0d849fb7
亞洲美食頻道(B),P2p://generationnexxxt.com:19806/8a565409a26044bead7e66ac44c894f0
美食星球(B),P2p://generationnexxxt.com:19806/60c698afbda7443998a2b9fd5c00c54d
EYE TV旅遊臺(B),P2p://generationnexxxt.com:19806/055ce8e749c1425c87950f93d0bf9bcd
Animax(B),P2p://generationnexxxt.com:19806/9a6969de27b145dc972e19d71c1a8932
CinemaWorld(B),P2p://generationnexxxt.com:19806/c6efdcd038204b4781cafc2273b4adb3
愛爾達體育1臺(B),P2p://generationnexxxt.com:19806/38729b9421044022a4d81ee0fe899dcd
亞洲旅遊臺(B),P2p://generationnexxxt.com:19806/816c4598cfb641f5845b90a3bc772f1c
TVBS歡樂臺(B),P2p://generationnexxxt.com:19806/b7e4efb094034ce1895b3d9a5548cc2b
高點綜合臺(B),P2p://generationnexxxt.com:19806/0add95963fcd4b6ba03d63cc32dbd1a4
HBO Family(B),P2p://generationnexxxt.com:19806/924dad4bd6604751ba4c4ae69781784b
HBO強檔巨獻(B),P2p://generationnexxxt.com:19806/85cdd046958e48a794ff6f2d26b8ceba
HBO原創巨獻(B),P2p://generationnexxxt.com:19806/6cf195d6fb5a4f9bb6fd98cf97af421b
amc電影臺(B),P2p://generationnexxxt.com:19806/3dc5467282034921b7124f4be60f4782
Discovery Asia(B),P2p://generationnexxxt.com:19806/65e9a59d000f257fe8f2360919064328
探索頻道(B),P2p://generationnexxxt.com:19806/202aafe50f8947eeac67a09b828f8c40
動物星球(B),P2p://generationnexxxt.com:19806/ff4ce945b27940f89712c63366f0454d
三立iNEWS(B),P2p://generationnexxxt.com:19806/31103be1231e435ab69fdc1492cf08ee
霹靂臺灣臺(B),P2p://generationnexxxt.com:19806/c72cf3cb004849c082422b8e0fa31067
BBC Earth(B),P2p://generationnexxxt.com:19806/17826db977f04f8fa679d438d6c51700
BBC Lifestyle(B),P2p://generationnexxxt.com:19806/5955951f08424fd49e21d90e882e5228
影迷數位電影臺(B),P2p://generationnexxxt.com:19806/381a31aedcd2452c9be9582fc5a8ac51
愛爾達體育4臺(B),P2p://generationnexxxt.com:19806/797d51a6805c4a5fac1b71a678228513
博斯高球(B),P2p://generationnexxxt.com:19806/1938e9044d66468a9f38456fc383259f
博斯網球臺(B),P2p://generationnexxxt.com:19806/6895bdc150744da98afe23ce77e32e51
博斯運動(B),P2p://generationnexxxt.com:19806/1fded122b4b74670b6012a8068e44766
博斯無限臺(B),P2p://generationnexxxt.com:19806/d0a027824de144fd88aef46f0fba7c99
